ligand_id,SMILES,CS_max,is_active
M2R-decoy_8068,CC[C@H](C)[C@H]1C(=O)N[C@H](Cc2cc(Cl)c(O)c(Cl)c2)C(=O)N[C@@H](C(C)C)C(=O)O[C@H](c2ccccc2)[C@H](C)/C=C/C=C(\C)[C@H](OC)C[C@@H]2O[C@@]2(C)C(=O)N1C,0.673364386222428,0
M2R-decoy_1160,Cc1csc2c(=O)sc(NC(=O)c3cccs3)nc12,0.642542758779889,0
ASD01810024,COC(=O)c1c2c(c3c4cc(OC)c(OC)cc4n4c3c1CCC4=O)CCNC2,0.5827420324492039,1
M2R-decoy_2843,CCOC(=O)c1cc(CCCOc2c(C)cc(c3noc(C(F)(F)F)n3)cc2C)on1,0.5798546951928465,0
M2R-decoy_11521,COc1cc(OC)c(c2cn3ccc(N4CC[NH+](CC[NH+]5CCCC5)CC4)cc3n2)cc1Cl,0.5529116009573087,0
M2R-decoy_6927,O=S(=O)(N[C@H]1C(O)O[C@H](CNS(=O)(=O)c2cccc(Cl)c2Cl)[C@@H](O)[C@@H]1O)c1cccc(c2ccc(Cl)cc2)c1,0.5519942781286318,0
M2R-decoy_1689,Cc1c(Oc2c(F)cccc2F)c(OC(C)C)nn1c1ncc(C2CC2)cn1,0.5506701276235049,0
M2R-decoy_7461,O=[N+]([O-])c1cc(C(F)(F)F)c(I)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,0.5427157976908479,0
M2R-decoy_9564,O=C(OB(c1cccc(F)c1)c1cccc(F)c1)c1ncccc1O,0.5323750981939711,0
M2R-decoy_8014,CC(=O)O[C@@H]1[C@H](O)C[C@@]2(C)[C@@H](CC[C@@H](C)[C@]23Cc2c(O)cc4c(c2O3)C[C@H]2OCc3cc(O)c5c(c3[C@H](O2)[C@H]4O)O[C@]2(C5)[C@H](C)CC[C@H]3C(C)(C)[C@H](O)CC[C@@]32C)C1(C)C,0.5270521458377075,0
M2R-decoy_3331,CCCCN(CC)c1ncnc2c1nnn2c1ccc(C(C)C)cc1Br,0.5270326889130387,0
M2R-decoy_8057,O=C1N/C=C/c2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)/C(=N/O)Cc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)C/C1=N\O,0.5236849975393768,0
M2R-decoy_8105,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](OCCCc4ccccc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0.5192142825013556,0
M2R-decoy_8009,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H]([S+]([O-])CCO)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0.5170334172634553,0
M2R-decoy_859,C#CCn1c(=O)c2[nH]c(/C=C/c3cccc(Cl)c3)nc2n(C)c1=O,0.5141291985216512,0
M2R-decoy_1671,Cc1ccc(C[Se]C(Cn2ccnc2)c2ccc(F)cc2F)cc1,0.5140840896501206,0
M2R-decoy_8104,CCC(C)C1OC2(CCC1C)CC1CC(C/C=C(\C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)/C=C/C=C3\COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,0.5088895098788271,0
ASD01820169,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)c2cc(Cl)c(Cl)cc2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.5067651596417679,1
M2R-decoy_9816,O=C(NC1(c2ccc(Cl)cc2)CC1)c1nn(c2ccccc2Cl)c(c2ccc(Br)cc2)c1Cn1cncn1,0.5057417958049898,0
M2R-decoy_3507,COC(C(=O)Nc1nnc(CCCCc2ccc(NC(=O)Cc3cccc(CNC(=O)CC(C)(O)C(F)(F)F)c3)nn2)s1)c1ccccc1,0.5054860259516544,0
M2R-decoy_2984,Cc1c(Oc2cccc(F)c2F)c(OC(C)C)nn1c1ccc(C2CC2)nn1,0.5040409780834194,0
M2R-decoy_9509,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)N(C)OC)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,0.5036937167072976,0
M2R-decoy_8177,CCC1(CC)CNC(=O)[C@@H](Cc2ccc(OC)c(Cl)c2)NC(=O)/C=C/C[C@@H]([C@H](C)[C@@H](O)[C@@H](Cl)c2ccccc2)OC(=O)[C@H](CC(C)C)OC1=O,0.501610542977659,0
M2R-decoy_3301,Cc1cc(CCCOc2c(C)cc(c3noc(C(C)(F)F)n3)cc2C)on1,0.5015909391349105,0
M2R-decoy_8742,Cc1noc(C)c1S(=O)(=O)N1Cc2cc3c(cc2C[C@H]1C(=O)N[C@@H](Cc1ccc(c2ccc(C#N)cc2)cc1)C(=O)[O-])OCC(c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)O3,0.4970902827124076,0
M2R-decoy_7360,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc2c(c1)[C@H]1C[C@H](CC(=O)N3CCc4ccccc4C3)O[C@H](CO)[C@H]1O2,0.493559204485793,0
M2R-decoy_5715,CCCn1c(=O)c2[nH]c(c3ccc(OCC(=O)N[C@H](C)[C@H](O)c4ccccc4)cc3)cc2n(CCC)c1=O,0.4928109118572762,0
M2R-decoy_8130,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCCCC#C[C@]3(O)CC[C@@]4(C)C5CCC6=CC(=O)CC[C@]6(C)[C@@]5(C)CC[C@]34C)=C(C[C@H](C)C[C@H](OC)[C@@H](O)[C@H](C)/C=C(\C)C[C@@H]1OC(N)=O)C2=O,0.4925811091102972,0
M2R-decoy_10011,C=C(CC1(O)C(C)=C[C@@H](OC(C)=O)[C@@]2(C)C1CC[C@]1(C)C2[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@]2([C@@H](C)OC(C)=O)COCC=CC12)c1ccccc1CC,0.4896875961184472,0
M2R-decoy_7561,C=C1CCCC2=NC[C@H](C)CC[C@@]23CCC([C@@H]2CC(C)C(=O)O2)=C(C)[C@@H]3/C=C(\C)[C@@H](O)C[C@H]2O[C@]3(CC[C@@]4(O[C@@H](CC[C@@]4(C)O)C1)O3)C[C@H]2C,0.4890656697907938,0
M2R-decoy_8436,CC[NH+](CC)CCN(Cc1ccc(c2ccc(Cl)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCCC2,0.4889319910662095,0
M2R-decoy_8705,CO[C@H]1C[C@@H]2CC=C[C@@H](C[C@@H](O)C/C=C(C)/C=C/C(=O)O[C@H]([C@@H](C)[C@@H](O)[C@@H](C)CCC(O)[C@H](C)[C@H](OC)[C@H](C)/C=C/N(C)C=O)[C@@H](C)[C@H](OC)C[C@H](OC)[C@]13CO3)O2,0.4875586480539694,0
M2R-decoy_4898,O=C(Cc1ccccc1)Nc1ccn(CCCCc2ccc(NC(=O)Cc3cccc(OC(F)(F)F)c3)nn2)c(=O)c1,0.486713899758719,0
M2R-decoy_9038,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(Cc1ccc(Cl)cc1)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4864582130395848,0
M2R-decoy_9982,O=C([O-])C1CC2(C1)CC(C(=O)N1CC[C@@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C1)C2,0.4826973638976994,0
M2R-decoy_8928,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CC[NH+](CCC(Cn2cnc3ccccc32)c2ccccc2)CC1,0.4805111435256924,0
M2R-decoy_6378,C[C@@]1(C(=O)N[C@@H](Cc2ccc(c3ccccc3F)cc2)C(=O)[O-])CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,0.4803220980432244,0
M2R-decoy_8148,CCC(C)C1O[C@]2(C=CC1C)CC1CC(C/C=C(\C)[C@H](OC3CC(OC)C(O[C@H]4CC(OC)[C@@H](O)C(C)O4)C(C)O3)[C@@H](C)/C=C/C=C3\COC4C(O)C(C)=C[C@H](C(=O)O1)[C@@]34O)O2,0.4782567193064651,0
M2R-decoy_9292,CC1(C)OB([C@@H](NC(=O)N2C/C(=C\c3ccc(F)cc3)C(=O)/C(=C/c3ccc(F)cc3)C2)C2CCCCC2)OC1(C)C,0.4764489299371314,0
