ligand_id,SMILES,cluster00_CS,cluster01_CS,cluster02_CS,cluster03_CS,cluster04_CS,cluster05_CS,cluster06_CS,cluster07_CS,cluster08_CS,is_active
ASD00230003,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,0.0580805560689196,0.0350742290662829,0.0316646566608839,0.0357642184263106,0.0177679929279927,0.0004977790627326,0.0,0.0031795297535971,0.0,1
ASD01810001,O=C1CCc2cc3c(c4c5ccccc5n1c24)CCNC3,0.2479126833885175,0.1861824233017004,0.1829668698348554,0.1674817069153489,0.1565575863773797,0.1173428427395845,0.0317573814339277,0.0966886545686096,0.039974088398727,1
ASD01810002,COc1cccc2c1c1c3c(cc4c1n2C(=O)CC4)CNCC3,0.3400266850669932,0.2785715112710678,0.2703689849077352,0.264940441609475,0.2194722716639847,0.2000813234210949,0.0829169731276801,0.1861313859021514,0.0938759197249265,1
ASD01810003,O=C1CCc2cc3c(c4c5c(O)cccc5n1c24)CCNC3,0.3001344452946063,0.2289133886829945,0.2406175636721625,0.1890849175967947,0.1872505417792817,0.1666950868269781,0.0701801989004823,0.1438457116873293,0.0865444671154621,1
ASD01810004,O=C1CCc2cc3c(c4c5c(Cl)cccc5n1c24)CCNC3,0.1104685554449537,0.0783595901132245,0.0767389599427605,0.0737909890059324,0.0539829891639237,0.0378176543559808,0.0055010200715654,0.0322463644835505,0.0025114374286514,1
ASD01810005,COC(=O)c1cccc2c1c1c3c(cc4c1n2C(=O)CC4)CNCC3,0.2328153079005748,0.1732369075217818,0.1725624481395,0.1358785780506374,0.1287169406184035,0.0921950466385322,0.00064983541477,0.1131551764892707,0.0107935181088878,1
ASD01810006,Cc1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CNCC3,0.3853147945914941,0.2935916805316014,0.3013746460841409,0.275001927425428,0.2621973993245084,0.2200824430316521,0.1048334014131716,0.2091841213738541,0.1221252053523069,1
ASD01810007,COc1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CNCC3,0.3896668611154865,0.3211196631578706,0.3298296195713044,0.2589559185922815,0.2724042137986945,0.2213650755583328,0.1204044142197318,0.2096547000279853,0.125102667165146,1
ASD01810008,O=C1CCc2cc3c(c4c5cc(O)ccc5n1c24)CCNC3,0.2630303897219903,0.2308873257472657,0.1889852523996071,0.1886713786899209,0.1827506806883277,0.132278777762449,0.0577929432552866,0.127909666795692,0.0604147028748392,1
ASD01810009,O=C1CCc2cc3c(c4c5cc(Cl)ccc5n1c24)CCNC3,0.0807481403939629,0.0625356115916929,0.057206158852975,0.0495237912830769,0.0339478286646922,0.0221780651079467,0.0,0.020476270652857,0.0,1
ASD01810010,O=C(O)c1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CNCC3,0.155329715438782,0.1056469818333949,0.1060209210413521,0.1071825740458945,0.0903212325297706,0.0832000378966248,0.0153150169162481,0.0700337263426687,0.0104535695075883,1
ASD01810011,COC(=O)c1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CNCC3,0.3383380112483934,0.2811819314229742,0.2956435004495061,0.2582200938102798,0.234477930373412,0.1856696063358569,0.0951100064665015,0.1669895333207105,0.0676458858452211,1
ASD01810012,O=C(c1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CNCC3)N1CCOCC1,0.2415703322642959,0.1694304580832178,0.1865079361591101,0.172309985018256,0.1568104007486998,0.1068423619688596,0.0390804062328615,0.0993927225226442,0.0364799798088243,1
ASD01810013,O=C1CCc2cc3c(c4c5cc(CN6CCOCC6)ccc5n1c24)CCNC3,0.2362607023221574,0.1830097587412358,0.2029740790604277,0.1671731807775959,0.1422260272476297,0.1107284030599703,0.0399229444498219,0.123418986069608,0.0393021663782625,1
ASD01810014,COc1ccc2c3c4c(cc5c3n(c2c1)C(=O)CC5)CNCC4,0.3882972904062222,0.330197428442177,0.3437494571969338,0.3165567630905055,0.2703833222791525,0.230956849405096,0.1136428833945882,0.2218621078145292,0.1295354232252656,1
ASD01810015,O=C1CCc2cc3c(c4c5ccc(O)cc5n1c24)CCNC3,0.2558560150314929,0.2147305969558007,0.2092010397887077,0.192601368316199,0.1578107386645994,0.136759661754658,0.0551827902947843,0.1515496721941296,0.069365285154832,1
ASD01810016,O=C1CCc2cc3c(c4c5ccc(Cl)cc5n1c24)CCNC3,0.1813014043704441,0.1457981631847328,0.1341503254321274,0.1225168610842478,0.1071499841333521,0.0814965132593665,0.0227123030085158,0.0586950938072316,0.0291507959132553,1
ASD01810017,COC(=O)c1ccc2c3c4c(cc5c3n(c2c1)C(=O)CC5)CNCC4,0.3293295764847101,0.2684195416766373,0.258017012193021,0.2316503520290527,0.2050463960709384,0.1730479137223191,0.0672592168765874,0.170489303380655,0.0551029550476529,1
ASD01810018,N#Cc1ccc2c3c4c(cc5c3n(c2c1)C(=O)CC5)CNCC4,0.2733357575194661,0.2404498135660093,0.2705703270909564,0.2383984956621331,0.175842410622204,0.1870776597989685,0.0891093626776729,0.1598427250241769,0.0845694541267361,1
ASD01810019,COc1cccc2c3c4c(cc5c3n(c12)C(=O)CC5)CNCC4,0.2570401440494975,0.1836974905767095,0.1917103779737504,0.1718769618467663,0.1365656301515279,0.1015584121730891,0.0305274694874392,0.1243421258974903,0.0483006766483262,1
ASD01810020,O=C1CCc2cc3c(c4c5cccc(O)c5n1c24)CCNC3,0.2313626717879481,0.1647982783818594,0.1856232232244613,0.1728786230223438,0.1352162682505068,0.1100623531163178,0.0401460284778556,0.1206633655277869,0.0420383635859502,1
ASD01810021,COc1cc2c3c4c(cc5c3n(c2cc1OC)C(=O)CC5)CNCC4,0.369694722633352,0.3125821085142209,0.3013028722454917,0.2932626482074895,0.2577764847386692,0.2310419178871731,0.1245262585708703,0.2330289764104494,0.1390051687380447,1
ASD01810022,O=C1CCc2cc3c(c4c5cc6c(cc5n1c24)OCO6)CCNC3,0.3680812259534427,0.3112841998067019,0.2838487132815279,0.2689787229970449,0.2368303478664654,0.2138292670561025,0.1134922811496345,0.2022374023894563,0.1085827648891142,1
ASD01810023,COc1cc2c(c(OC)c1OC)c1c3c(cc4c1n2C(=O)CC4)CNCC3,0.2517619750552047,0.1878866518622705,0.1726561640015292,0.1407000748583002,0.144512985813486,0.1127259480051128,0.0213734820337175,0.105201432739504,0.0225697815374833,1
ASD01810024,COC(=O)c1c2c(c3c4cc(OC)c(OC)cc4n4c3c1CCC4=O)CCNC2,0.5827420324492039,0.4849842570371428,0.5022516024829552,0.4503480096545456,0.4373850170629739,0.3494599257969584,0.2334782001126951,0.3732529463488234,0.2719261693904888,1
ASD01810025,COc1cc2c3c4c(c(COC(C)=O)c5c3n(c2cc1OC)C(=O)CC5)CNCC4,0.3001181865005531,0.2505325996488042,0.2368409661309139,0.2456767132049776,0.1988432786793084,0.1731930066186536,0.0946265229702385,0.1837658221111146,0.097925922689707,1
ASD01810026,COc1cccc2c1c1c3c(cc4c1n2C(=O)CC4(C)C)CNCC3,0.1581476588956694,0.1167450121722982,0.1039772807072611,0.072549694731834,0.0703720847444376,0.0479229790839091,0.0,0.0405809713965427,0.0,1
ASD01810027,CC1(C)CC(=O)n2c3cccc(O)c3c3c4c(cc1c32)CNCC4,0.1072128213868097,0.0688303695428313,0.0656432004480282,0.0510167713104233,0.0452506782941904,0.0166251615466413,0.0,0.0210855864362101,0.0,1
ASD01810028,O=C1CCc2cc3c(c4c5ccccc5n1c24)CNCC3,0.2407481903360374,0.1977077023669066,0.1803341026591245,0.1641609207921316,0.1390554101546555,0.1082423049776947,0.0195485851952578,0.0935374117637146,0.0280379659372284,1
ASD01810029,COc1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CCNC3,0.3805277350689736,0.2987964614455274,0.2988825011153378,0.2617742157819466,0.2377643396132098,0.2003989890437425,0.1051857079002891,0.1887553959140713,0.1063485657826728,1
ASD01810030,O=C1CCc2cc3c(c4c5cc(O)ccc5n1c24)CNCC3,0.2667441585185895,0.209582947015686,0.2104473689032543,0.1896101073617895,0.1555622454137828,0.1451732557849744,0.0526169497050332,0.1251163351929025,0.0584094317519964,1
ASD01810031,COC(=O)c1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CCNC3,0.326673794684134,0.2525003827158718,0.2568366911373076,0.2381962074963263,0.1994454044818181,0.1671904461786419,0.0770125038610883,0.1774018147526871,0.0770709139224287,1
ASD01810032,COc1ccc2c3c4c(cc5c3n(c2c1)C(=O)CC5)CCNC4,0.3910813661608436,0.347803530246333,0.3338094076106777,0.2816611130693008,0.2627792052924498,0.2413026889022763,0.1246665942696598,0.2189635141944804,0.1175836049622562,1
ASD01810033,O=C1CCc2cc3c(c4c5ccc(O)cc5n1c24)CNCC3,0.2742687542586583,0.2205104057668737,0.2199065129177561,0.2060440525680138,0.1809172658783749,0.1461017774477639,0.0593639754904138,0.1316908597235893,0.0556508190215718,1
ASD01810034,COc1cc2c3c4c(cc5c3n(c2cc1OC)C(=O)CC5)CCNC4,0.3020860324431212,0.2471326272257853,0.2536340504476667,0.2238344544123963,0.1993282287170952,0.1767950996592271,0.0819097566953502,0.1674779998424757,0.0743787312988504,1
ASD01810035,CC1(C)CC(=O)n2c3ccccc3c3c4c(cc1c32)CCNC4,0.1227422469351839,0.072958585914248,0.0564757163362293,0.0558602231043377,0.0327640706820879,0.0196458299178422,0.0,0.0193245146497716,0.0,1
ASD01810036,COc1cc2c3c4c(cc5c3n(c2cc1OC)C(=O)CC5(C)C)CCNC4,0.2010760599047146,0.1647039521684977,0.1511507530948069,0.1423616497936013,0.1281033386390624,0.1175745615683994,0.0375446795315884,0.0970079090701942,0.0377800232862815,1
ASD01810329,CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1,0.055080318519308,0.0330904223898746,0.031996618618855,0.0281484430291594,0.018141209744893,0.0028732435867095,0.0,0.0005458671899088,0.0,1
ASD01810330,CCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,0.0510992581842781,0.032202780602715,0.0269717224690506,0.0187625549813045,0.0159701933095435,0.0,0.0,0.0,0.0,1
ASD01810338,CCCCCCOc1nsnc1C1=CCCN(C)C1,0.1837623128248288,0.098344901879277,0.102430005881433,0.0691211127876962,0.0788942565829183,0.0503400236236002,0.0,0.0424546681820855,0.0038542000091575,1
ASD01820001,CN(C)Cc1c2n(c3ccccc13)Cc1c(CN(C)C)c3ccccc3n1C2,0.1764732263328565,0.110454248061391,0.1141583460601088,0.1239819408659817,0.0941756913753253,0.0650270362550051,0.0,0.0525930528977801,0.0012498831234991,1
ASD01820002,C[N+](C)(C)Cc1c2n(c3ccccc13)Cc1c(C[N+](C)(C)C)c3ccccc3n1C2,0.1995653062273226,0.1580966084248058,0.1651025791908348,0.1368147716844156,0.1121640360533734,0.1008323940060777,0.0139729968846552,0.084062918188835,0.0238204870069388,1
ASD01820003,C=CC[N+](C)(C)Cc1c2n(c3ccccc13)Cc1c(C[N+](C)(C)CC=C)c3ccccc3n1C2,0.1821013421188552,0.1236195537913149,0.1200324691298831,0.112450184413218,0.0897481737111313,0.0620547779009685,0.0,0.0498240762930669,0.0,1
ASD01820005,Cc1c(Cl)c(OCC(=O)N2CCN(C)CC2)cc2sc(C(=O)NC3CC3)c(N)c12,0.4366639744700613,0.3691161376032192,0.3679962002656503,0.3524662330931877,0.3297918117329271,0.2739173928231622,0.153681377818885,0.2761405651778758,0.1552130964070712,1
ASD01820009,CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC#CCOC1=NOCC1,0.2243567992694295,0.1658162041581017,0.164355051574821,0.144888525024254,0.1539199264141354,0.0877459480069507,0.0,0.0831156001174368,0.0,1
ASD01820010,CN1CCC=C(c2nsnc2OCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,0.1347470374367194,0.0780083670623762,0.0817805402769859,0.0736856428141332,0.0762682888613884,0.0586044784957771,0.0160216749862138,0.0549697431522536,0.0202469901874699,1
ASD01820011,CN1CCC=C(c2nsnc2OCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,0.0897968300708575,0.0710552962571613,0.0713001369880905,0.0658998979009899,0.0656802027275569,0.0422678820538607,0.0207184056837059,0.0392444246027594,0.0169588226976727,1
ASD01820012,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,0.1858158375758729,0.1157528263208933,0.1239169078892168,0.1030881970448269,0.0887803349108378,0.0606176478849176,0.0,0.0500793132664191,0.0,1
ASD01820013,CN1CCC=C(c2nsnc2OCCCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,0.1756414898761237,0.1632284222857756,0.1746780468955949,0.1541233236610711,0.1379952974136328,0.1208460551972257,0.0204920169802958,0.094539357823793,0.0083358651800383,1
ASD01820014,CC12CCCCC1(C)C(=O)N(CCC[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c3ccccc3C1=O)C2=O,0.3110638117856092,0.2375641937848622,0.2285330456638003,0.1965154866150343,0.1866879861669295,0.1323090528959273,0.0177970612952865,0.1235585049775495,0.0563142340320871,1
ASD01820015,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)CCC1=O,0.2950436924773498,0.2495295409794101,0.2240834407641921,0.2102949614151791,0.2297278007906585,0.1795125487035562,0.0584758056298807,0.1505753842115542,0.0661267175681952,1
ASD01820016,CC[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,0.1816244123858335,0.1548237098430624,0.1696879761883351,0.1430011738907707,0.1167887284891072,0.0823394672766173,0.0017102702929173,0.0701654762864162,0.001808561044824,1
ASD01820017,CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,0.0574810722035063,0.0327933835498514,0.0328686414153108,0.0208097205739614,0.0069739039427582,0.0011466895862889,0.0,0.0,0.0,1
ASD01820018,CCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,0.0744703570964659,0.0218760721836489,0.0179099137871755,0.0039029355589006,0.0,0.0,0.0,0.0,0.0,1
ASD01820019,CC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,0.0332301543241229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ASD01820020,C[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,0.015386738723083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ASD01820021,CCCN(CCCN1C(=O)CCC1=O)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,0.1586553340041784,0.1621607758273895,0.1371225152201862,0.1175371317397446,0.1119183423724845,0.0845788063540393,0.0186949069504776,0.0669282993546869,0.0160638558843212,1
ASD01820022,CCCN(CCCN1C(=O)c2ccccc2C1=O)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,0.1990332438798176,0.127302043975256,0.1326511374822479,0.0923610175966782,0.078116963159143,0.0412670946357798,0.0,0.0681550776404479,0.0,1
ASD01820023,CCCN(CCCCCCN1C(=O)c2ccccc2C1=O)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,0.2513348650083969,0.1663638190945607,0.1915526583104016,0.1358049235250977,0.1149839272814392,0.1035773374006368,0.0,0.110605739364868,0.0069334193302708,1
ASD01820024,CCCN(CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,0.1694959861277025,0.1183422531334348,0.1331810917509405,0.0984153040615331,0.0968453381496346,0.0597536850946392,6.595197048792346e-05,0.0620996516819689,0.0011217737517266,1
ASD01820025,Clc1cccc(Cl)c1CON=Cc1cc[n+](CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,0.1629434954361643,0.0956602682644671,0.1108319169622303,0.0670826685004825,0.0420641444931848,0.0132590173972006,0.0,0.0132317395402435,0.0,1
ASD01820026,CON=Cc1cc[n+](CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,0.1523655653541146,0.1050017263199524,0.1123832045569621,0.090762271808656,0.0738135802779782,0.0505620763091424,0.0,0.0498534937955243,0.0,1
ASD01820027,ON=Cc1cc[n+](CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,0.3117054309342392,0.2422312310264391,0.2094792255730917,0.1662368039329273,0.1419722724105724,0.099930419028477,0.0166029192040196,0.1438427415570008,0.0486360286183688,1
ASD01820028,Cc1cc[n+](CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,0.3272083843218034,0.1971300185283652,0.1863092073540186,0.2138689180719869,0.2013670769119527,0.1020282320058704,0.0028263802322835,0.0759642998986408,0.0228442206100741,1
ASD01820029,N#Cc1cc[n+](CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,0.167486688687727,0.1255270583409864,0.1284657678025178,0.0919686563643685,0.0928204546074566,0.0674299665436899,0.0024063763643089,0.0563294006404356,0.0109878440211509,1
ASD01820030,CN(C)c1cc[n+](CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,0.2870208730973598,0.2380746657905473,0.2311248315678145,0.1909097826781313,0.1619195690706785,0.1294443924221943,0.0118196755846632,0.1531478619931311,0.0217149207264219,1
ASD01820031,Clc1cccc(Cl)c1CON=Cc1cc[n+](CCC[n+]2ccccc2)cc1,0.3280100864784803,0.2527158100968665,0.2382030463632721,0.2187630734083158,0.183231801902657,0.1491212672913411,0.0278509306370605,0.1442675300835381,0.0522587691746592,1
ASD01820032,Clc1cccc(Cl)c1CON=Cc1cc[n+](CCCc2ccccc2)cc1,0.1470313358513525,0.0933072541223651,0.0971235165791984,0.0789983322994034,0.0640927457892257,0.0329471034296473,0.0,0.0401469098239069,0.0,1
ASD01820033,COc1ccc(CCC[n+]2ccc(C=NOCc3c(Cl)cccc3Cl)cc2)cc1,0.1476426532992487,0.1169796823311159,0.0988443566416994,0.1036849518209024,0.0789302585665839,0.0459846622928347,0.0,0.0398986515776306,0.0,1
ASD01820034,C[N+](C)(C)CCC[n+]1ccc(C=NOCc2c(Cl)cccc2Cl)cc1,0.3015599892188085,0.223551612341599,0.2260976076536219,0.1963700037362342,0.1733800653491876,0.1049807625336426,0.0,0.0998820561682377,0.0083231066620524,1
ASD01820035,CC[N+](CC)(CC)CCC[n+]1ccc(C=NOCc2c(Cl)cccc2Cl)cc1,0.4010528264631148,0.3140187105712482,0.3010725160766663,0.2684189540602231,0.194561817438421,0.1917544548466029,0.0658270692164018,0.2017310146012912,0.0711191450421633,1
ASD01820036,CCC[n+]1ccc(C=NOCc2c(Cl)cccc2Cl)cc1,0.1225669266453203,0.0896801260241887,0.0795193902385388,0.0731288013654539,0.0742296493911998,0.0502702837271891,0.0043182863271404,0.0462076982905402,0.0076177019618967,1
ASD01820037,CN1CCC=C(c2nsnc2OCCCCCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,0.1090130907443691,0.1012966427952501,0.0917012916876686,0.085164297015913,0.0753626265158679,0.0204476725233348,0.0,0.0229419917933121,0.0,1
ASD01820038,CN1CCC=C(c2nsnc2OCCCCCCCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,0.1611945363967616,0.0790608790717931,0.0941887320451328,0.0823237919982544,0.0690731022723601,0.0423689615545179,0.0104376983543741,0.0394527902463769,0.0055332286688227,1
ASD01820039,O=C1CCc2ccccc2N1CCCN1CCC(CCCO)CC1,0.0506124306103727,0.0232133038699467,0.0241219547064876,0.0121194297795999,0.0069265363302436,0.0,0.0,0.0,0.0,1
ASD01820040,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCO)CC1,0.057970346446499,0.0331647318239792,0.0285756809543738,0.0192231762216682,0.0134359923372977,0.0019782029604322,0.0,0.0,0.0,1
ASD01820041,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,0.2708372150285835,0.2079870030686829,0.1877670668528023,0.1602921353259527,0.1603584792505516,0.1277259836969427,0.0241425558363778,0.131635805681381,0.0420501534104292,1
ASD01820042,CC(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,0.3357101603456471,0.2559662599203865,0.2441227756230681,0.2274173432235968,0.1927405999072163,0.1622011082415053,0.0295174058027115,0.156226202088145,0.0453646458837484,1
ASD01820043,CC(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(C)CN1C(=O)c2ccccc2C1=O,0.2115858150009929,0.1747955945857834,0.1634950300706437,0.1295755394514391,0.1216655652385465,0.0781332925173484,0.0,0.0810679698886309,0.0,1
ASD01820044,CC(C)(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O,0.2643279751778916,0.2003779337702264,0.1743133389313154,0.1533566597571626,0.1244719728818211,0.0978926448304896,0.0,0.0842572187622922,0.0,1
ASD01820045,CC(C)(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(C)(C)CN1C(=O)c2ccccc2C1=O,0.2043557428534299,0.1359588557949866,0.1282172564210548,0.101976455926276,0.0995659975125677,0.0500590934124379,0.0,0.0302822728832439,0.0,1
ASD01820046,CCC(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(CC)CN1C(=O)c2ccccc2C1=O,0.2838034098356488,0.1943996304488076,0.2227322009777047,0.1760971305950629,0.1720095649600209,0.1087052103179624,0.0093986573988077,0.1198819340220861,0.0298033896483627,1
ASD01820047,CCCC(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(CCC)CN1C(=O)c2ccccc2C1=O,0.3753287549805686,0.3159970616609232,0.3168789880063412,0.2558010187708269,0.2366452609759737,0.2016163461406489,0.0921200314481904,0.1880031644764928,0.1023662216090298,1
ASD01820048,CC(C)CC(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(CC(C)C)CN1C(=O)c2ccccc2C1=O,0.2080996470147198,0.1356231081364109,0.1431938947611711,0.1320578407973179,0.1045742364888053,0.0837228158313631,0.0240518078696269,0.0818652018160302,0.0149740717914563,1
ASD01820049,Cc1ccc2c(c1)C(=O)N(CCC[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c3ccccc3C1=O)C2=O,0.3990925583418468,0.3555661272062606,0.3088367740646996,0.281541426912504,0.2655406250317407,0.2331262854317737,0.0681430030681297,0.1946111028499973,0.0745899446577502,1
